customer_id,recency,frequency,monetory,segment
CS7282,14-09-2014,8,357,P2
CS7283,08-01-2015,12,591,P2
CS7284,09-12-2014,19,900,P2
CS7285,06-01-2015,14,551,P2
CS7286,07-01-2015,12,449,P2
CS7287,27-03-2014,15,704,P2
CS7288,08-07-2014,10,404,P2
CS7289,11-02-2015,10,376,P2
CS7290,10-12-2014,14,704,P2
CS7291,16-03-2015,12,543,P2
CS7292,23-02-2015,11,382,P2
CS7293,01-01-2015,17,670,P2
CS7294,10-02-2015,23,1078,P0
CS7295,13-03-2015,15,788,P2
CS7296,04-03-2015,14,698,P2
CS7298,31-01-2015,14,685,P2
CS7299,06-12-2014,15,735,P2
CS7300,08-12-2014,13,633,P2
CS7301,19-02-2015,14,722,P2
CS7302,14-02-2015,15,649,P2
CS7303,02-02-2015,18,971,P2
CS7304,27-12-2014,11,473,P2
CS7305,01-12-2014,13,585,P2
CS7306,12-03-2015,9,370,P2
CS7307,09-06-2013,11,516,P2
CS7308,26-02-2015,17,760,P2
CS7309,11-01-2015,8,452,P2
CS7310,16-11-2014,8,300,P2
CS7311,10-02-2015,9,421,P2
CS7312,26-02-2015,7,374,P2
CS7313,05-03-2015,15,704,P2
CS7314,13-10-2013,8,354,P2
CS7315,03-11-2014,12,516,P2
CS7316,15-02-2015,21,1165,P0
CS7317,20-08-2014,9,488,P2
CS7318,28-02-2015,16,680,P2
CS7319,18-12-2014,14,614,P2
CS7320,11-09-2014,10,441,P2
CS7321,22-02-2015,12,411,P2
CS7322,26-08-2014,16,714,P2
CS7323,11-11-2014,17,673,P2
CS7324,20-08-2014,19,782,P2
CS7325,25-08-2014,15,840,P2
CS7326,20-02-2015,14,609,P2
CS7327,23-01-2015,16,782,P2
CS7328,10-08-2014,11,447,P2
CS7329,14-11-2014,11,539,P2
CS7330,17-02-2015,18,665,P2
CS7331,06-03-2015,13,660,P2
CS7332,06-11-2014,23,1108,P0
CS7333,16-09-2014,4,149,P2
CS7334,02-08-2014,17,780,P2
CS7335,15-11-2014,9,432,P2
CS7336,14-07-2014,18,743,P2
CS7337,08-02-2015,20,753,P2
CS7338,25-02-2015,11,494,P2
CS7339,16-01-2015,18,720,P2
CS7340,20-06-2014,14,566,P2
CS7341,07-01-2015,9,315,P2
CS7342,15-02-2015,13,536,P2
CS7343,08-01-2015,14,713,P2
CS7344,20-02-2015,17,819,P2
CS7345,06-12-2014,10,343,P2
CS7346,30-09-2014,10,527,P2
CS7347,12-03-2015,21,982,P2
CS7348,03-01-2015,13,676,P2
CS7349,28-02-2015,8,497,P2
CS7350,24-03-2014,17,841,P2
CS7351,17-09-2014,13,648,P2
CS7352,04-02-2015,16,663,P2
CS7353,01-08-2014,14,535,P2
CS7354,12-12-2013,13,718,P2
CS7355,31-12-2014,14,695,P2
CS7356,26-12-2014,14,539,P2
CS7357,14-10-2014,15,568,P2
CS7358,05-03-2015,6,279,P2
CS7359,19-01-2015,11,479,P2
CS7360,02-02-2015,13,545,P2
CS7361,27-02-2015,13,460,P2
CS7362,10-03-2015,16,680,P2
CS7363,27-08-2014,20,846,P2
CS7364,09-01-2015,21,912,P2
CS7365,27-02-2015,15,708,P2
CS7366,09-02-2015,17,783,P2
CS7367,24-12-2014,16,762,P2
CS7368,12-03-2015,11,430,P2
CS7369,29-01-2015,19,909,P2
CS7370,09-08-2014,17,775,P2
CS7371,27-06-2014,12,518,P2
CS7372,11-06-2014,14,670,P2
CS7373,25-11-2014,16,778,P2
CS7374,03-10-2014,13,507,P2
CS7375,09-11-2014,13,617,P2
CS7376,26-12-2014,19,836,P2
CS7377,17-02-2014,11,409,P2
CS7378,19-02-2015,18,750,P2
CS7379,31-10-2014,13,628,P2
CS7380,28-02-2015,16,840,P2
CS7381,13-02-2014,16,833,P2
CS7382,28-01-2015,20,974,P2
CS7383,21-11-2014,17,534,P2
CS7384,04-03-2015,12,566,P2
CS7385,11-03-2015,13,625,P2
CS7386,04-01-2015,9,491,P2
CS7387,09-11-2014,13,467,P2
CS7388,30-01-2015,13,451,P2
CS7389,25-02-2015,14,459,P2
CS7390,31-01-2015,13,599,P2
CS7391,12-03-2015,15,660,P2
CS7392,01-01-2015,13,517,P2
CS7393,07-12-2014,13,441,P2
CS7394,11-03-2015,25,1198,P0
CS7395,09-01-2015,14,485,P2
CS7396,04-02-2015,16,669,P2
CS7397,01-10-2014,19,880,P2
CS7398,15-02-2015,15,766,P2
CS7399,21-02-2015,17,576,P2
CS7400,30-12-2014,14,572,P2
CS7401,02-03-2015,17,647,P2
CS7402,14-02-2015,15,691,P2
CS7403,01-02-2015,14,729,P2
CS7404,25-01-2015,22,1021,P0
CS7405,25-02-2015,19,804,P2
CS7406,23-09-2014,19,854,P2
CS7407,03-03-2015,21,736,P2
CS7408,18-07-2014,11,549,P2
CS7409,20-12-2014,16,757,P2
CS7410,16-01-2015,12,585,P2
CS7411,02-05-2014,10,428,P2
CS7412,01-03-2015,10,413,P2
CS7414,14-10-2014,14,629,P2
CS7415,01-01-2015,16,633,P2
CS7416,14-10-2014,15,784,P2
CS7417,25-01-2015,11,513,P2
CS7418,06-07-2014,8,432,P2
CS7419,16-03-2015,18,836,P2
CS7420,25-12-2014,18,825,P2
CS7421,16-01-2015,17,736,P2
CS7422,11-03-2015,10,518,P2
CS7423,20-01-2015,15,609,P2
CS7424,06-03-2015,15,465,P2
CS7425,04-01-2015,12,463,P2
CS7426,23-02-2015,15,769,P2
CS7427,09-03-2015,10,470,P2
CS7428,21-12-2014,18,878,P2
CS7429,04-11-2014,6,223,P2
CS7430,22-10-2014,13,556,P2
CS7431,04-03-2015,12,563,P2
CS7432,13-03-2015,12,469,P2
CS7433,22-12-2014,9,358,P2
CS7434,27-02-2015,15,619,P2
CS7435,29-01-2015,16,724,P2
CS7436,16-01-2015,9,448,P2
CS7437,16-02-2015,10,541,P2
CS7438,08-02-2015,12,628,P2
CS7439,19-07-2014,11,537,P2
CS7440,05-12-2014,13,597,P2
CS7441,26-11-2014,12,419,P2
CS7442,08-03-2015,13,659,P2
CS7443,22-01-2015,16,516,P2
CS7444,09-02-2015,11,409,P2
CS7445,13-12-2014,19,805,P2
CS7446,03-03-2015,11,502,P2
CS7447,11-03-2015,10,365,P2
CS7448,23-09-2014,7,381,P2
CS7449,14-03-2015,14,561,P2
CS7450,30-11-2014,11,451,P2
CS7451,24-02-2015,12,470,P2
CS7452,30-08-2014,12,535,P2
CS7453,04-11-2014,11,532,P2
CS7454,24-02-2015,12,571,P2
CS7455,09-04-2014,12,530,P2
CS7456,21-02-2014,11,477,P2
CS7457,15-12-2014,11,403,P2
CS7458,11-03-2015,14,553,P2
CS7459,12-11-2014,15,608,P2
CS7460,03-02-2015,12,587,P2
CS7461,17-02-2015,15,619,P2
CS7462,21-10-2014,13,505,P2
CS7463,08-11-2014,19,744,P2
CS7464,23-07-2014,15,688,P2
CS7465,14-03-2015,16,663,P2
CS7466,22-02-2015,12,520,P2
CS7467,10-08-2014,14,613,P2
CS7468,07-03-2015,19,729,P2
CS7469,07-03-2015,13,533,P2
CS7470,23-01-2015,14,731,P2
CS7471,03-03-2014,14,752,P2
CS7472,08-03-2015,16,866,P2
CS7473,03-08-2014,14,611,P2
CS7474,30-10-2014,17,680,P2
CS7475,20-01-2015,11,474,P2
CS7476,29-12-2014,12,516,P2
CS7477,10-08-2014,13,517,P2
CS7478,16-12-2014,12,456,P2
CS7479,22-02-2014,6,304,P2
CS7480,24-12-2014,12,541,P2
CS7481,23-12-2013,10,417,P2
CS7482,08-02-2015,7,280,P2
CS7483,26-11-2014,15,606,P2
CS7484,14-11-2014,10,432,P2
CS7485,22-02-2015,13,705,P2
CS7486,27-07-2014,8,318,P2
CS7487,16-02-2015,5,298,P2
CS7488,03-03-2015,16,764,P2
CS7489,11-02-2015,9,372,P2
CS7490,21-02-2015,16,701,P2
CS7491,19-12-2014,10,545,P2
CS7492,07-02-2015,18,821,P2
CS7493,01-01-2015,13,630,P2
CS7494,28-10-2014,16,584,P2
CS7495,26-02-2015,10,513,P2
CS7496,21-02-2015,12,518,P2
CS7497,09-03-2015,14,710,P2
CS7498,19-01-2015,15,632,P2
CS7499,30-01-2015,18,791,P2
CS7500,03-10-2014,13,543,P2
CS7501,09-02-2015,17,665,P2
CS7502,11-03-2015,18,813,P2
CS7503,15-03-2015,15,677,P2
CS7504,18-09-2014,8,417,P2
CS7505,23-01-2015,15,699,P2
CS7506,30-12-2014,10,415,P2
CS7507,25-02-2015,13,557,P2
CS7508,20-08-2014,18,809,P2
CS7509,21-10-2014,10,456,P2
CS7510,22-11-2014,16,623,P2
CS7511,25-01-2015,10,540,P2
CS7512,22-05-2014,14,615,P2
CS7513,30-11-2014,15,622,P2
CS7514,12-09-2014,10,484,P2
CS7515,02-03-2015,15,760,P2
CS7516,24-09-2014,13,594,P2
CS7517,21-12-2014,11,374,P2
CS7518,12-11-2014,16,747,P2
CS7519,05-03-2015,10,558,P2
CS7520,13-03-2015,13,661,P2
CS7521,03-09-2014,6,197,P2
CS7522,10-12-2014,10,434,P2
CS7523,03-03-2014,10,500,P2
CS7524,19-07-2014,8,311,P2
CS7525,17-02-2015,14,566,P2
CS7526,15-01-2015,14,594,P2
CS7527,03-03-2015,13,581,P2
CS7528,02-03-2015,14,586,P2
CS7529,05-01-2015,10,492,P2
CS7530,08-07-2014,8,358,P2
CS7531,19-09-2014,11,482,P2
CS7532,06-06-2014,12,544,P2
CS7533,01-02-2015,19,813,P2
CS7534,23-11-2014,11,454,P2
CS7535,23-12-2014,15,825,P2
CS7536,28-09-2014,8,350,P2
CS7537,11-03-2015,15,688,P2
CS7538,08-10-2014,16,735,P2
CS7539,19-02-2015,12,528,P2
CS7540,09-12-2014,12,617,P2
CS7541,26-10-2014,20,900,P2
CS7542,22-02-2014,20,828,P2
CS7543,15-03-2015,6,251,P2
CS7544,22-01-2015,18,734,P2
CS7545,22-02-2015,19,876,P2
CS7546,29-08-2014,17,818,P2
CS7547,19-02-2015,13,662,P2
CS7548,27-02-2015,17,784,P2
CS7549,19-02-2015,10,416,P2
CS7550,15-12-2014,12,530,P2
CS7551,29-06-2014,10,433,P2
CS7552,14-02-2015,15,810,P2
CS7553,10-09-2014,12,409,P2
CS7554,22-01-2014,16,688,P2
CS7555,13-01-2015,18,736,P2
CS7556,22-02-2015,6,202,P2
CS7557,14-01-2015,15,573,P2
CS7558,14-12-2014,18,701,P2
CS7559,10-03-2015,14,565,P2
CS7560,05-10-2014,11,459,P2
CS7561,20-10-2014,10,500,P2
CS7562,16-09-2013,8,401,P2
CS7563,05-02-2014,13,580,P2
CS7564,26-02-2015,9,444,P2
CS7565,16-11-2014,9,544,P2
CS7566,07-09-2014,17,758,P2
CS7567,23-02-2015,12,492,P2
CS7568,11-02-2015,16,684,P2
CS7569,20-12-2014,9,478,P2
CS7570,04-12-2014,16,754,P2
CS7571,01-12-2014,10,490,P2
CS7572,10-02-2015,8,269,P2
CS7573,01-01-2015,15,712,P2
CS7574,09-03-2015,12,594,P2
CS7575,18-01-2015,19,848,P2
CS7576,13-12-2014,9,369,P2
CS7577,25-02-2015,15,622,P2
CS7578,18-12-2014,12,440,P2
CS7579,18-02-2015,16,634,P2
CS7580,07-09-2014,26,1145,P0
CS7581,07-02-2015,21,977,P2
CS7582,26-02-2015,15,616,P2
CS7583,15-02-2015,17,848,P2
CS7584,02-03-2015,15,799,P2
CS7585,13-12-2014,12,578,P2
CS7586,20-08-2014,13,544,P2
CS7587,07-02-2015,21,997,P2
CS7588,07-03-2015,17,640,P2
CS7589,01-03-2015,10,283,P2
CS7590,13-10-2014,13,541,P2
CS7591,13-10-2014,14,759,P2
CS7592,10-02-2015,12,522,P2
CS7593,20-02-2015,12,492,P2
CS7594,25-12-2014,9,409,P2
CS7595,22-02-2014,7,333,P2
CS7596,08-07-2014,8,358,P2
CS7597,09-01-2015,13,653,P2
CS7598,21-10-2014,14,693,P2
CS7599,18-01-2015,7,370,P2
CS7600,25-12-2014,16,667,P2
CS7601,27-12-2014,18,794,P2
CS7602,18-02-2015,11,513,P2
CS7603,11-11-2014,12,579,P2
CS7604,01-03-2015,17,790,P2
CS7605,28-02-2015,21,969,P2
CS7606,11-11-2013,7,332,P2
CS7607,14-01-2015,13,643,P2
CS7608,26-01-2015,10,452,P2
CS7609,30-10-2014,16,805,P2
CS7610,12-02-2015,12,475,P2
CS7611,08-06-2014,16,710,P2
CS7612,25-02-2015,18,840,P2
CS7613,09-11-2014,15,779,P2
CS7614,01-02-2015,16,739,P2
CS7615,13-03-2015,10,481,P2
CS7616,06-03-2015,14,660,P2
CS7617,02-12-2014,17,869,P2
CS7618,03-06-2014,8,454,P2
CS7619,05-03-2015,14,486,P2
CS7620,13-09-2013,10,439,P2
CS7621,23-02-2015,19,971,P2
CS7622,16-03-2015,11,558,P2
CS7623,28-02-2015,17,723,P2
CS7624,05-02-2015,21,802,P2
CS7625,11-03-2015,10,470,P2
CS7626,14-01-2015,8,275,P2
CS7627,29-12-2014,6,195,P2
CS7628,19-02-2015,13,503,P2
CS7629,13-03-2015,14,566,P2
CS7630,29-01-2015,13,603,P2
CS7631,23-11-2014,10,518,P2
CS7632,26-02-2015,11,534,P2
CS7633,26-02-2015,20,973,P2
CS7634,02-03-2015,10,549,P2
CS7635,10-12-2014,18,806,P2
CS7636,07-01-2015,11,311,P2
CS7637,22-02-2015,15,705,P2
CS7639,02-02-2015,16,741,P2
CS7640,15-01-2015,13,552,P2
CS7641,08-03-2015,14,622,P2
CS7642,10-02-2015,14,573,P2
CS7643,22-02-2015,16,867,P2
CS7644,20-07-2014,12,471,P2
CS7645,09-07-2014,15,615,P2
CS7646,29-06-2013,9,371,P2
CS7647,20-08-2014,14,526,P2
CS7648,20-11-2014,15,763,P2
CS7649,27-01-2015,12,626,P2
CS7650,15-07-2014,13,771,P2
CS7651,02-12-2014,7,265,P2
CS7652,02-12-2014,15,543,P2
CS7653,12-09-2014,15,682,P2
CS7654,16-12-2014,15,710,P2
CS7655,16-02-2015,9,423,P2
CS7656,21-01-2015,10,491,P2
CS7657,11-11-2014,13,577,P2
CS7658,15-02-2015,15,627,P2
CS7659,01-02-2015,9,323,P2
CS7660,24-02-2015,18,918,P2
CS7661,17-02-2015,18,788,P2
CS7662,22-02-2015,12,569,P2
CS7663,29-11-2014,18,881,P2
CS7664,03-03-2015,21,896,P2
CS7665,12-10-2014,10,442,P2
CS7666,25-01-2015,11,514,P2
CS7667,02-01-2015,15,636,P2
CS7668,26-01-2015,10,314,P2
CS7669,01-03-2015,12,595,P2
CS7670,07-05-2013,9,352,P2
CS7671,22-12-2014,14,644,P2
CS7672,05-11-2014,9,517,P2
CS7673,07-12-2014,17,815,P2
CS7674,21-01-2015,14,572,P2
CS7675,04-01-2015,17,751,P2
CS7676,26-09-2014,21,813,P2
CS7677,13-11-2014,14,417,P2
CS7678,31-12-2014,15,601,P2
CS7679,09-03-2015,18,853,P2
CS7680,27-01-2015,12,412,P2
CS7681,23-11-2014,15,721,P2
CS7682,23-09-2014,10,469,P2
CS7683,02-03-2015,12,537,P2
CS7684,04-11-2014,10,475,P2
CS7685,06-06-2014,12,531,P2
CS7686,21-12-2014,11,391,P2
CS7687,20-02-2015,13,511,P2
CS7688,31-07-2014,12,448,P2
CS7689,01-01-2015,11,401,P2
CS7690,07-10-2014,8,373,P2
CS7691,14-12-2014,11,497,P2
CS7692,15-03-2015,16,650,P2
CS7693,28-10-2014,10,347,P2
CS7694,10-01-2015,12,576,P2
CS7695,04-11-2014,19,844,P2
CS7696,07-10-2014,12,593,P2
CS7697,29-11-2014,8,420,P2
CS7698,11-03-2015,15,622,P2
CS7699,28-02-2015,10,374,P2
CS7700,29-05-2014,13,564,P2
CS7701,19-09-2014,16,690,P2
CS7702,18-02-2015,14,517,P2
CS7703,06-01-2015,11,422,P2
CS7704,15-10-2014,13,509,P2
CS7705,28-12-2014,12,448,P2
CS7706,16-11-2014,10,518,P2
CS7707,29-11-2014,14,652,P2
CS7708,15-10-2014,16,626,P2
CS7709,08-10-2014,16,629,P2
CS7710,26-01-2014,16,718,P2
CS7711,21-12-2014,13,467,P2
CS7712,07-11-2014,12,453,P2
CS7713,27-12-2014,14,626,P2
CS7714,16-03-2015,11,526,P2
CS7715,28-01-2015,12,590,P2
CS7716,29-03-2014,4,221,P2
CS7717,26-01-2015,8,489,P2
CS7718,29-12-2014,12,495,P2
CS7719,03-04-2014,13,657,P2
CS7720,16-03-2015,10,540,P2
CS7721,31-01-2015,18,919,P2
CS7722,23-01-2015,11,512,P2
CS7723,09-02-2015,10,505,P2
CS7724,15-02-2015,11,419,P2
CS7725,15-01-2015,17,707,P2
CS7726,25-01-2015,18,740,P2
CS7727,05-03-2015,16,683,P2
CS7728,06-11-2014,15,582,P2
CS7729,03-03-2015,17,848,P2
CS7730,05-11-2014,14,624,P2
CS7731,02-03-2015,10,463,P2
CS7732,25-04-2014,9,476,P2
CS7733,06-11-2014,16,570,P2
CS7734,07-09-2014,11,570,P2
CS7735,03-03-2015,12,524,P2
CS7736,06-11-2014,11,535,P2
CS7737,29-11-2014,16,749,P2
CS7738,09-02-2015,13,437,P2
CS7739,27-01-2015,13,598,P2
CS7740,05-02-2015,19,800,P2
CS7741,20-10-2014,13,575,P2
CS7742,05-01-2015,14,660,P2
CS7743,29-07-2014,10,443,P2
CS7744,03-03-2015,9,476,P2
CS7745,20-02-2015,16,601,P2
CS7746,10-06-2014,17,872,P2
CS7747,13-12-2014,12,541,P2
CS7748,14-03-2015,17,853,P2
CS7749,27-02-2015,15,716,P2
CS7750,25-12-2014,18,939,P2
CS7751,26-01-2015,16,822,P2
CS7752,27-02-2015,18,688,P2
CS7753,20-12-2014,12,467,P2
CS7754,28-12-2014,10,447,P2
CS7755,20-12-2014,13,660,P2
CS7756,06-06-2014,11,642,P2
CS7757,26-12-2014,22,1081,P0
CS7758,10-01-2015,15,680,P2
CS7759,29-11-2014,16,770,P2
CS7760,13-01-2015,13,503,P2
CS7761,20-03-2014,10,396,P2
CS7762,14-12-2014,9,367,P2
CS7763,16-02-2015,16,622,P2
CS7764,09-02-2015,12,528,P2
CS7765,22-12-2014,10,410,P2
CS7766,16-11-2014,16,746,P2
CS7767,08-12-2014,16,696,P2
CS7768,03-12-2014,17,660,P2
CS7769,17-09-2014,14,618,P2
CS7770,19-11-2014,17,732,P2
CS7771,31-10-2014,13,531,P2
CS7772,22-01-2015,11,501,P2
CS7773,05-09-2014,18,799,P2
CS7774,12-03-2015,20,755,P2
CS7775,30-06-2014,9,396,P2
CS7776,03-05-2014,19,894,P2
CS7777,27-10-2014,9,421,P2
CS7778,13-02-2015,12,514,P2
CS7779,02-01-2014,11,496,P2
CS7780,03-02-2015,10,473,P2
CS7781,08-09-2014,18,726,P2
CS7782,30-12-2014,12,654,P2
CS7783,22-11-2014,11,630,P2
CS7784,17-11-2014,10,453,P2
CS7785,26-02-2015,19,866,P2
CS7786,07-10-2014,18,781,P2
CS7787,21-11-2014,12,766,P2
CS7788,08-10-2014,16,611,P2
CS7789,01-03-2015,12,553,P2
CS7790,17-08-2014,13,413,P2
CS7791,16-03-2015,12,562,P2
CS7792,03-01-2015,11,491,P2
CS7793,21-02-2015,12,454,P2
CS7794,16-03-2015,15,535,P2
CS7795,02-09-2014,11,393,P2
CS7796,31-01-2015,14,557,P2
CS7797,22-06-2014,14,731,P2
CS7798,27-04-2014,12,439,P2
CS7799,03-02-2015,11,483,P2
CS7800,21-09-2014,11,491,P2
CS7801,24-11-2014,11,546,P2
CS7802,24-02-2015,20,855,P2
CS7803,29-09-2014,11,624,P2
CS7804,05-02-2015,16,737,P2
CS7805,20-02-2015,21,903,P2
CS7806,25-11-2014,11,443,P2
CS7807,24-01-2015,21,1017,P0
CS7808,16-12-2014,10,437,P2
CS7809,16-02-2015,14,563,P2
CS7810,02-02-2015,10,462,P2
CS7811,28-02-2015,13,578,P2
CS7812,23-02-2015,19,815,P2
CS7813,21-11-2014,17,707,P2
CS7814,30-10-2014,14,787,P2
CS7815,05-02-2015,8,366,P2
CS7816,09-02-2015,13,510,P2
CS7817,28-12-2014,14,711,P2
CS7818,25-02-2015,13,375,P2
CS7819,07-02-2015,20,824,P2
CS7820,31-01-2015,18,783,P2
CS7821,01-08-2014,9,497,P2
CS7822,08-07-2014,5,277,P2
CS7823,04-02-2015,13,600,P2
CS7824,08-03-2015,10,412,P2
CS7825,03-03-2015,18,1016,P0
CS7826,03-01-2015,10,445,P2
CS7827,04-03-2015,14,517,P2
CS7828,28-09-2014,11,590,P2
CS7829,30-11-2014,12,565,P2
CS7830,08-12-2014,8,406,P2
CS7831,02-03-2015,22,981,P2
CS7832,03-12-2014,20,905,P2
CS7833,08-01-2015,8,325,P2
CS7834,04-11-2013,8,362,P2
CS7835,03-02-2015,15,622,P2
CS7836,26-06-2014,17,927,P2
CS7837,02-02-2015,16,940,P2
CS7838,06-03-2015,15,580,P2
CS7839,02-04-2014,11,492,P2
CS7840,04-02-2015,10,528,P2
CS7841,03-03-2015,10,412,P2
CS7842,20-02-2015,12,565,P2
CS7843,19-01-2015,11,497,P2
CS7844,26-02-2015,14,603,P2
CS7845,20-07-2014,9,422,P2
CS7846,30-09-2014,21,924,P2
CS7847,25-01-2015,17,725,P2
CS7848,10-10-2014,11,431,P2
CS7849,07-03-2015,8,349,P2
CS7850,09-03-2015,18,665,P2
CS7851,14-02-2015,13,708,P2
CS7852,04-12-2014,9,422,P2
CS7853,11-01-2015,12,559,P2
CS7854,23-07-2014,15,534,P2
CS7855,10-02-2014,11,542,P2
CS7856,28-02-2015,5,257,P2
CS7857,09-03-2015,22,996,P2
CS7858,16-11-2014,18,976,P2
CS7859,11-12-2014,13,728,P2
CS7860,22-12-2014,9,406,P2
CS7861,10-10-2014,14,613,P2
CS7862,29-12-2014,16,641,P2
CS7863,24-01-2015,12,444,P2
CS7864,25-02-2015,11,445,P2
CS7865,10-12-2014,24,1069,P0
CS7866,23-11-2014,20,977,P2
CS7867,09-01-2015,17,762,P2
CS7868,09-01-2015,12,486,P2
CS7869,05-02-2015,9,370,P2
CS7870,01-02-2015,13,606,P2
CS7871,08-05-2014,10,451,P2
CS7872,23-02-2015,12,579,P2
CS7873,20-01-2015,14,662,P2
CS7874,02-03-2015,12,534,P2
CS7875,19-02-2015,14,627,P2
CS7876,18-02-2015,11,612,P2
CS7877,02-12-2014,14,629,P2
CS7878,12-11-2014,16,717,P2
CS7879,23-01-2015,14,643,P2
CS7880,13-10-2014,10,457,P2
CS7881,09-10-2014,7,274,P2
CS7882,23-09-2014,5,228,P2
CS7883,12-10-2014,9,406,P2
CS7884,08-02-2015,8,328,P2
CS7885,14-03-2015,14,630,P2
CS7886,16-04-2014,14,566,P2
CS7887,12-01-2015,15,616,P2
CS7888,06-04-2014,17,777,P2
CS7889,27-02-2015,5,198,P2
CS7890,03-03-2015,18,838,P2
CS7891,27-11-2013,6,188,P2
CS7892,30-01-2015,11,599,P2
CS7893,24-12-2014,11,494,P2
CS7894,03-03-2015,15,594,P2
CS7895,06-11-2014,13,533,P2
CS7896,27-07-2014,6,259,P2
CS7897,15-09-2014,12,544,P2
CS7898,16-12-2014,12,603,P2
CS7899,20-02-2015,6,310,P2
CS7900,19-11-2014,16,745,P2
CS7901,01-10-2014,14,557,P2
CS7902,13-02-2015,10,462,P2
CS7903,10-03-2015,18,899,P2
CS7904,14-11-2014,13,483,P2
CS7905,02-03-2015,20,821,P2
CS7906,12-02-2015,17,577,P2
CS7907,14-01-2015,14,633,P2
CS7908,01-12-2014,18,727,P2
CS7909,03-03-2015,14,738,P2
CS7910,01-01-2015,11,518,P2
CS7911,05-03-2015,16,694,P2
CS7912,11-11-2014,17,702,P2
CS7913,07-04-2014,8,369,P2
CS7914,20-12-2014,11,526,P2
CS7915,15-09-2014,5,232,P2
CS7916,08-03-2015,18,832,P2
CS7917,23-11-2014,10,333,P2
CS7918,17-12-2013,8,248,P2
CS7919,01-01-2014,14,620,P2
CS7920,23-12-2014,17,729,P2
CS7921,24-01-2015,16,687,P2
CS7922,24-01-2015,12,665,P2
CS7923,18-12-2014,22,1028,P0
CS7924,14-02-2015,19,850,P2
CS7925,01-11-2014,19,891,P2
CS7926,19-10-2014,11,417,P2
CS7927,25-11-2014,12,548,P2
CS7928,09-03-2015,9,408,P2
CS7929,29-11-2014,12,493,P2
CS7930,10-12-2014,16,713,P2
CS7931,01-07-2014,10,391,P2
CS7932,24-10-2014,15,657,P2
CS7933,30-01-2015,16,763,P2
CS7934,23-01-2015,9,327,P2
CS7935,31-01-2015,15,623,P2
CS7936,24-12-2014,10,364,P2
CS7937,29-11-2014,13,473,P2
CS7938,21-02-2015,19,670,P2
CS7939,02-04-2014,11,498,P2
CS7940,07-07-2014,17,793,P2
CS7941,02-03-2015,9,342,P2
CS7942,17-12-2014,14,544,P2
CS7943,10-03-2015,15,731,P2
CS7944,27-02-2015,15,820,P2
CS7945,14-12-2014,17,796,P2
CS7946,13-12-2014,13,614,P2
CS7947,18-12-2014,13,598,P2
CS7948,05-08-2014,12,488,P2
CS7949,19-12-2014,17,837,P2
CS7950,15-03-2015,17,824,P2
CS7951,02-07-2014,11,488,P2
CS7952,10-12-2014,11,531,P2
CS7953,07-03-2015,15,692,P2
CS7954,11-03-2015,14,694,P2
CS7955,03-02-2015,12,580,P2
CS7956,18-06-2014,9,332,P2
CS7957,07-01-2015,13,472,P2
CS7958,29-11-2014,12,522,P2
CS7959,15-11-2014,20,860,P2
CS7960,06-03-2015,13,661,P2
CS7961,24-10-2014,11,553,P2
CS7962,13-07-2014,10,473,P2
CS7963,09-03-2015,16,662,P2
CS7964,11-02-2015,15,768,P2
CS7965,10-10-2014,11,529,P2
CS7966,14-01-2015,8,450,P2
CS7967,05-02-2015,14,683,P2
CS7968,04-03-2015,11,502,P2
CS7969,04-02-2015,21,891,P2
CS7970,12-03-2015,10,547,P2
CS7971,05-02-2015,9,498,P2
CS7972,15-04-2014,11,438,P2
CS7973,08-11-2014,8,239,P2
CS7974,19-09-2014,15,641,P2
CS7975,30-06-2014,17,689,P2
CS7976,15-03-2015,8,370,P2
CS7977,26-02-2015,12,469,P2
CS7978,29-11-2014,17,734,P2
CS7979,12-11-2014,12,629,P2
CS7980,27-02-2015,14,592,P2
CS7981,04-03-2015,11,488,P2
CS7982,20-02-2015,24,1121,P0
CS7983,23-07-2014,12,597,P2
CS7984,13-05-2014,8,295,P2
CS7985,20-01-2015,11,396,P2
CS7986,15-02-2015,14,689,P2
CS7987,10-02-2015,15,646,P2
CS7988,30-12-2013,11,382,P2
CS7989,23-11-2014,15,650,P2
CS7990,22-01-2015,15,704,P2
CS7991,15-03-2015,16,644,P2
CS7992,13-02-2015,12,486,P2
CS7993,15-07-2014,11,425,P2
CS7994,09-11-2014,11,613,P2
CS7995,10-08-2014,16,730,P2
CS7996,13-12-2014,19,851,P2
CS7997,01-11-2014,14,669,P2
CS7998,23-02-2015,16,637,P2
CS7999,29-05-2014,8,443,P2
CS8000,07-01-2015,13,576,P2
CS8001,11-11-2014,12,588,P2
CS8002,23-01-2015,8,363,P2
CS8003,04-01-2015,14,625,P2
CS8004,01-02-2015,12,610,P2
CS8005,15-02-2015,16,800,P2
CS8006,22-11-2014,11,466,P2
CS8007,22-01-2015,10,440,P2
CS8008,05-03-2015,13,631,P2
CS8009,15-09-2014,9,343,P2
CS8010,27-11-2014,15,687,P2
CS8011,06-06-2013,10,449,P2
CS8012,27-11-2014,6,196,P2
CS8013,20-01-2015,13,591,P2
CS8014,03-03-2015,9,350,P2
CS8015,30-06-2014,12,522,P2
CS8016,11-12-2014,18,865,P2
CS8017,28-09-2014,15,530,P2
CS8018,11-02-2015,10,408,P2
CS8019,03-03-2015,15,600,P2
